,nac,region,sexo,edad,edu,ingreso,esc,region,prof,ing_nivel
22122,1,5,1,30,15,2130000,16,5,1,1
22123,1,5,2,47,9,153333,12,5,0,0
22124,1,5,2,29,9,55000,12,5,0,0
22125,1,5,2,39,9,131000,12,5,0,0
22126,1,5,2,60,16,816667,18,5,1,1
22127,1,5,1,67,10,"7,00E+05",9,5,0,1
22128,1,5,2,46,11,"4,00E+05",13,5,0,0
22129,1,5,1,58,9,"6,00E+05",12,5,0,1
22130,1,5,1,18,11,340000,12,5,0,0
22131,1,5,1,35,9,360000,11,5,0,0
22132,1,5,2,32,9,390000,10,5,0,0
22133,1,5,1,33,7,387000,8,5,0,0
22134,1,5,2,35,11,368333,12,5,0,0
22135,1,5,1,42,9,274167,10,5,0,0
22136,1,5,2,32,12,294750,14,5,0,0
22137,1,5,2,25,9,270000,12,5,0,0
22138,1,5,2,58,7,350000,6,5,0,0
22139,1,5,1,20,7,350000,8,5,0,0
22140,1,5,1,29,9,"3,00E+05",12,5,0,0
22141,1,5,1,53,11,733333,12,5,0,1
22142,1,5,1,53,7,1135000,4,5,0,1
22143,1,5,2,55,7,458333,8,5,0,0
22144,1,5,2,31,9,121667,12,5,0,0
22145,1,5,1,33,9,"5,00E+05",12,5,0,0
22146,1,5,1,53,9,510833,9,5,0,0
22147,1,5,2,52,7,160000,8,5,0,0
22148,1,5,1,29,9,567917,9,5,0,1
22149,1,5,2,44,9,"3,00E+05",12,5,0,0
22150,1,5,1,38,9,270000,12,5,0,0
22151,1,5,2,52,12,313333,15,5,0,0
22152,1,5,2,25,12,306667,15,5,0,0
22153,1,5,2,45,9,225000,12,5,0,0
22154,1,5,1,46,9,"6,00E+05",11,5,0,1
22155,1,5,1,29,15,249167,18,5,1,0
22156,1,5,2,24,14,265000,17,5,0,0
22157,1,5,1,72,9,520000,11,5,0,1
22158,1,5,1,55,9,660833,11,5,0,1
22159,1,5,2,30,13,559666,15,5,0,1
22160,1,5,1,59,9,811667,12,5,0,1
22161,1,5,2,52,9,301667,12,5,0,0
22162,1,5,1,36,12,814750,14,5,0,1
22163,1,5,1,65,6,310833,6,5,0,0
22164,1,5,1,66,6,180000,6,5,0,0
22165,1,5,1,34,9,270000,12,5,0,0
22166,1,5,1,70,6,10000,3,5,0,0
22167,1,5,1,44,12,608333,15,5,0,1
22168,1,5,1,62,9,415800,12,5,0,0
22169,1,5,1,23,13,590962,15,5,0,1
22170,1,5,1,67,6,"2,00E+05",6,5,0,0
22171,1,5,1,51,9,660833,12,5,0,1
22172,1,5,2,53,9,20000,11,5,0,0
22173,1,5,2,22,12,270000,13,5,0,0
22174,1,5,1,27,11,290000,12,5,0,0
22175,1,5,2,24,11,243333,12,5,0,0
22176,1,5,1,59,7,580000,6,5,0,1
22177,1,5,1,32,11,275000,12,5,0,0
22178,1,5,2,55,9,40000,12,5,0,0
22179,1,5,1,37,15,675000,17,5,1,1
22180,1,5,1,60,9,450000,10,5,0,0
22181,1,5,2,58,7,490000,8,5,0,0
22182,1,5,1,27,13,"4,00E+05",15,5,0,0
22183,1,5,1,59,9,275834,12,5,0,0
22184,1,5,1,24,9,271250,12,5,0,0
22185,1,5,2,61,9,270000,10,5,0,0
22186,1,5,1,26,9,270000,12,5,0,0
22187,1,5,1,52,11,330000,12,5,0,0
22188,1,5,1,48,7,245625,8,5,0,0
22189,1,5,1,53,9,276667,9,5,0,0
22190,1,5,2,53,14,450000,14,5,0,0
22191,1,5,1,30,11,270000,12,5,0,0
22192,1,5,2,42,9,290000,12,5,0,0
22193,1,5,2,28,9,533500,12,5,0,1
22194,1,5,2,65,9,275000,12,5,0,0
22195,1,5,2,33,16,370000,19,5,1,0
22196,1,5,1,65,9,460000,12,5,0,0
22197,1,5,2,53,9,235000,10,5,0,0
22198,1,5,1,64,9,1036667,12,5,0,1
22199,1,5,1,56,13,887500,15,5,0,1
22200,1,5,1,50,9,270833,12,5,0,0
22201,1,5,2,50,9,310000,12,5,0,0
22202,1,5,2,43,7,207500,8,5,0,0
22203,1,5,2,26,9,415000,12,5,0,0
22204,1,5,1,27,9,278333,12,5,0,0
22205,1,5,2,52,13,514167,15,5,0,0
22206,1,5,2,54,9,273333,12,5,0,0
22207,1,5,2,41,13,217500,15,5,0,0
22208,1,5,1,61,7,250000,6,5,0,0
22209,1,5,2,65,9,150000,11,5,0,0
22210,1,5,2,43,7,"2,00E+05",6,5,0,0
22211,1,5,1,46,9,220000,12,5,0,0
22212,1,5,1,42,9,293333,10,5,0,0
22213,1,5,2,35,9,270000,12,5,0,0
22214,1,5,1,19,12,"1,00E+05",14,5,0,0
22215,1,5,1,50,9,1200000,12,5,0,1
22216,1,5,2,40,7,250000,6,5,0,0
22217,1,5,1,20,9,240000,12,5,0,0
22218,1,5,2,30,13,344167,15,5,0,0
22219,1,5,1,56,9,"3,00E+05",12,5,0,0
22220,1,5,1,45,7,293333,6,5,0,0
22221,1,5,2,40,9,60000,12,5,0,0
22222,1,5,1,50,9,313333,12,5,0,0
22223,1,5,1,24,11,"3,00E+05",12,5,0,0
22224,1,5,2,27,9,350833,12,5,0,0
22225,1,5,1,38,13,793333,15,5,0,1
22226,1,5,2,51,9,268000,11,5,0,0
22227,1,5,1,45,11,1326333,12,5,0,1
22228,1,5,2,30,11,290000,12,5,0,0
22229,1,5,2,36,15,522500,17,5,1,1
22230,1,5,1,26,14,666667,13,5,0,1
22231,1,5,1,39,12,495000,13,5,0,0
22232,1,5,2,32,11,210833,12,5,0,0
22233,1,5,1,36,14,679167,17,5,0,1
22234,1,5,2,31,13,369167,15,5,0,0
22235,1,5,1,46,9,"3,00E+05",10,5,0,0
22236,1,5,2,18,14,450000,13,5,0,0
22237,1,5,2,32,15,570833,17,5,1,1
22238,1,5,1,62,7,272500,5,5,0,0
22239,1,5,2,35,11,415500,12,5,0,0
22240,1,5,1,30,11,527500,12,5,0,1
22241,1,5,2,36,9,180000,12,5,0,0
22242,1,5,1,43,9,"7,00E+05",12,5,0,1
22243,1,5,2,40,9,296833,12,5,0,0
22244,1,5,2,22,11,411667,12,5,0,0
22245,1,5,1,17,9,180000,10,5,0,0
22246,1,5,1,72,6,304167,6,5,0,0
22247,1,5,1,56,7,"9,00E+05",6,5,0,1
22248,1,5,1,43,9,430000,9,5,0,0
22249,1,5,2,19,9,90000,12,5,0,0
22250,1,5,1,49,7,450000,8,5,0,0
22251,1,5,2,44,9,155000,12,5,0,0
22252,1,5,1,47,7,560000,8,5,0,1
22253,1,5,1,21,12,"1,00E+05",13,5,0,0
22254,1,5,1,71,7,833,3,5,0,0
22255,1,5,2,40,9,250000,10,5,0,0
22256,1,5,1,39,9,"3,00E+05",11,5,0,0
22257,1,5,2,21,11,"3,00E+05",12,5,0,0
22258,1,5,1,26,9,450000,12,5,0,0
22259,1,5,1,50,7,"4,00E+05",8,5,0,0
22260,1,5,1,24,9,372000,12,5,0,0
22261,1,5,2,23,9,350000,12,5,0,0
22262,1,5,1,20,9,270000,12,5,0,0
22263,1,5,1,41,9,712500,12,5,0,1
22264,1,5,2,38,9,410000,12,5,0,0
22265,1,5,2,36,15,697667,17,5,1,1
22266,1,5,1,56,9,335000,10,5,0,0
22267,1,5,2,29,14,420000,16,5,0,0
22268,1,5,1,27,9,280000,12,5,0,0
22269,1,5,2,28,11,262000,12,5,0,0
22270,1,5,1,61,8,"9,00E+05",12,5,0,1
22271,1,5,2,32,15,350000,17,5,1,0
22272,1,5,1,38,15,"1,00E+05",17,5,1,0
22273,1,5,2,37,14,110000,16,5,0,0
22274,1,5,1,32,14,560000,14,5,0,1
22275,1,5,1,62,7,140000,8,5,0,0
22276,1,5,1,37,9,330000,12,5,0,0
22277,1,5,2,33,9,330000,12,5,0,0
22278,1,5,1,69,10,"3,00E+05",11,5,0,0
22279,1,5,2,62,7,"3,00E+05",7,5,0,0
22280,1,5,2,32,11,283333,12,5,0,0
22281,1,5,2,32,9,"3,00E+05",11,5,0,0
22282,1,5,2,53,14,196667,13,5,0,0
22283,1,5,1,39,11,272000,12,5,0,0
22284,1,5,2,46,11,3900000,12,5,0,1
22285,1,5,1,52,7,510000,8,5,0,0
22286,1,5,2,45,13,510000,15,5,0,0
22287,1,5,2,25,11,325000,12,5,0,0
22288,1,5,1,25,14,330000,14,5,0,0
22289,1,5,2,58,9,180000,12,5,0,0
22290,1,5,1,58,9,"8,00E+05",12,5,0,1
22291,1,5,2,42,13,"5,00E+05",15,5,0,0
22292,1,5,1,46,12,680000,14,5,0,1
22293,1,5,2,39,11,48000,12,5,0,0
22294,1,5,1,43,12,1403333,15,5,0,1
22295,1,5,1,21,13,"3,00E+05",15,5,0,0
22296,1,5,2,45,9,270000,12,5,0,0
22297,1,5,1,55,7,"2,00E+05",5,5,0,0
22298,1,5,1,54,7,1500000,6,5,0,1
22299,1,5,1,55,7,270000,8,5,0,0
22300,1,5,1,32,11,220000,12,5,0,0
22301,1,5,1,58,7,150000,8,5,0,0
22302,1,5,1,52,9,150000,9,5,0,0
22303,1,5,2,50,9,270000,9,5,0,0
22304,1,5,2,30,9,270000,12,5,0,0
22305,1,5,1,56,7,270000,8,5,0,0
22306,1,5,1,30,9,930000,10,5,0,1
22307,1,5,1,22,9,80000,12,5,0,0
22308,1,5,2,20,11,270000,12,5,0,0
22309,1,5,1,55,7,328205,6,5,0,0
22310,1,5,1,52,7,550000,6,5,0,1
22311,1,5,2,28,9,460083,11,5,0,0
22312,1,5,1,22,9,"4,00E+05",12,5,0,0
22313,1,5,1,56,9,"3,00E+05",12,5,0,0
22314,1,5,1,29,13,482962,14,5,0,0
22315,3,5,2,40,11,270000,12,5,0,0
22316,1,5,1,62,13,"4,00E+05",15,5,0,0
22317,1,5,1,28,13,350000,15,5,0,0
22318,1,5,2,60,7,271667,8,5,0,0
22319,1,5,1,22,12,270000,14,5,0,0
22320,1,5,2,40,13,340000,15,5,0,0
22321,1,5,1,23,7,150000,8,5,0,0
22322,1,5,2,21,9,140000,10,5,0,0
22323,1,5,1,45,11,250000,12,5,0,0
22324,1,5,1,41,7,324167,1,5,0,0
22325,1,5,1,60,13,1200000,15,5,0,1
22326,1,5,2,54,9,"6,00E+05",12,5,0,1
22327,1,5,2,31,15,1100000,16,5,1,1
22328,1,5,2,26,15,420000,16,5,1,0
22329,1,5,1,31,14,274500,17,5,0,0
22330,1,5,2,25,13,430000,15,5,0,0
22331,1,5,1,22,9,276000,12,5,0,0
22332,1,5,1,47,9,276000,12,5,0,0
22333,1,5,1,42,13,331927,15,5,0,0
22334,1,5,2,42,9,304167,12,5,0,0
22335,1,5,2,50,9,242500,12,5,0,0
22336,1,5,1,29,11,270000,12,5,0,0
22337,1,5,1,26,11,270000,12,5,0,0
22338,1,5,1,44,9,730000,12,5,0,1
22339,1,5,2,72,8,1667,11,5,0,0
22340,1,5,1,43,15,"3,00E+05",17,5,1,0
22341,1,5,1,50,7,250000,4,5,0,0
22342,1,5,1,27,9,548333,12,5,0,1
22343,1,5,2,89,10,8333,11,5,0,0
22344,1,5,2,48,9,55000,9,5,0,0
22345,1,5,1,33,9,908333,9,5,0,1
22346,1,5,2,71,6,5000,4,5,0,0
22347,1,5,2,52,7,320000,8,5,0,0
22348,1,5,2,27,13,"3,00E+05",14,5,0,0
22349,1,5,2,25,9,270000,10,5,0,0
22350,1,5,1,31,9,270000,12,5,0,0
22351,1,5,2,55,7,240000,6,5,0,0
22352,1,5,1,62,9,284167,12,5,0,0
22353,1,5,2,56,7,"3,00E+05",3,5,0,0
22354,1,5,1,54,7,"2,00E+05",4,5,0,0
22355,1,5,2,46,11,136000,12,5,0,0
22356,1,5,2,37,11,309000,12,5,0,0
22357,1,5,1,50,7,220000,6,5,0,0
22358,1,5,2,38,11,250000,12,5,0,0
22359,1,5,2,67,7,40000,6,5,0,0
22360,1,5,1,27,7,270000,8,5,0,0
22361,1,5,2,70,6,270000,2,5,0,0
22362,1,5,2,23,14,272000,13,5,0,0
22363,1,5,1,48,7,470000,2,5,0,0
22364,1,5,1,43,9,150000,12,5,0,0
22365,1,5,2,44,9,361250,12,5,0,0
22366,1,5,1,62,9,"3,00E+05",12,5,0,0
22367,1,5,1,29,15,650000,16,5,1,1
22368,1,5,1,39,7,280000,7,5,0,0
22369,1,5,1,62,6,650000,6,5,0,1
22370,1,5,1,39,9,850000,12,5,0,1
22371,1,5,1,42,7,"6,00E+05",8,5,0,1
22372,1,5,2,39,15,560000,16,5,1,1
22373,1,5,2,46,12,"5,00E+05",14,5,0,0
22374,1,5,2,36,9,270000,12,5,0,0
22375,1,5,1,44,9,"8,00E+05",12,5,0,1
22376,1,5,2,47,15,726666,17,5,1,1
22377,1,5,2,62,6,270000,6,5,0,0
22378,1,5,1,24,7,270000,1,5,0,0
22379,1,5,1,49,9,250000,10,5,0,0
22380,1,5,1,57,9,"2,00E+05",12,5,0,0
22381,1,5,2,55,9,80000,12,5,0,0
22382,1,5,1,35,13,"6,00E+05",15,5,0,1
22383,1,5,2,64,9,287000,12,5,0,0
22384,1,5,1,25,9,273667,12,5,0,0
22385,1,5,1,32,13,570000,14,5,0,1
22386,1,5,1,43,9,"4,00E+05",12,5,0,0
22387,1,5,1,62,7,"4,00E+05",8,5,0,0
22388,1,5,2,62,7,120000,8,5,0,0
22389,1,5,1,30,13,270000,15,5,0,0
22390,1,5,1,64,9,270000,12,5,0,0
22391,1,5,2,24,14,270000,13,5,0,0
22392,1,5,1,52,7,270000,5,5,0,0
22393,1,5,2,49,9,270000,10,5,0,0
22394,1,5,1,52,7,80000,3,5,0,0
22395,1,5,1,43,9,310000,11,5,0,0
22396,1,5,1,52,9,450000,12,5,0,0
22397,1,5,2,54,9,80000,12,5,0,0
22398,1,5,2,46,12,150000,15,5,0,0
22399,1,5,1,52,9,"5,00E+05",12,5,0,0
22400,1,5,2,23,9,270000,12,5,0,0
22401,1,5,2,47,9,280000,12,5,0,0
22402,1,5,1,59,15,1500000,19,5,1,1
22403,1,5,2,57,15,1500000,19,5,1,1
22404,1,5,2,27,15,"7,00E+05",16,5,1,1
22405,1,5,2,38,14,"8,00E+05",15,5,0,1
22406,1,5,1,33,7,470000,8,5,0,0
22407,1,5,1,30,12,350000,13,5,0,0
22408,1,5,2,25,15,"3,00E+05",17,5,1,0
22409,3,5,1,25,13,341250,15,5,0,0
22410,1,5,1,59,9,291667,10,5,0,0
22411,1,5,2,66,15,38000,17,5,1,0
22412,1,5,2,34,9,"2,00E+05",11,5,0,0
22413,1,5,2,60,9,250000,12,5,0,0
22414,1,5,1,42,9,311880,11,5,0,0
22415,1,5,1,42,14,1500000,15,5,0,1
22416,1,5,1,64,14,"8,00E+05",15,5,0,1
22417,1,5,1,49,14,456667,17,5,0,0
22418,1,5,1,34,9,412500,12,5,0,0
22419,1,5,2,48,9,280000,12,5,0,0
22420,1,5,1,22,13,280000,14,5,0,0
22421,1,5,1,35,7,280000,8,5,0,0
22422,1,5,1,37,7,280000,8,5,0,0
22423,1,5,1,43,7,270000,8,5,0,0
22424,1,5,1,27,9,270000,12,5,0,0
22425,1,5,1,74,8,280000,8,5,0,0
22426,1,5,1,35,9,280000,9,5,0,0
22427,1,5,2,53,13,326000,14,5,0,0
22428,1,5,2,26,13,220000,14,5,0,0
22429,1,5,2,42,13,"4,00E+05",15,5,0,0
22430,1,5,1,64,6,280000,6,5,0,0
22431,1,5,1,32,9,280000,9,5,0,0
22432,1,5,2,79,10,2500,11,5,0,0
22433,1,5,2,24,11,90000,12,5,0,0
22434,1,5,1,28,15,510000,17,5,1,0
22435,1,5,2,79,14,2515000,13,5,0,1
22436,1,5,2,47,9,280833,12,5,0,0
22437,1,5,1,43,9,10000,12,5,0,0
22438,1,5,2,40,9,10000,10,5,0,0
22439,1,5,1,37,9,477000,12,5,0,0
22440,1,5,1,33,9,474500,12,5,0,0
22441,1,5,1,52,9,"6,00E+05",12,5,0,1
22442,1,5,1,58,7,270000,8,5,0,0
22443,1,5,1,56,9,404750,12,5,0,0
22444,1,5,2,50,9,30000,10,5,0,0
22445,1,5,1,30,9,350000,12,5,0,0
22446,1,5,1,26,9,270000,12,5,0,0
22447,1,5,1,29,15,1002500,17,5,1,1
22448,3,5,2,29,15,506667,17,5,1,0
22449,1,5,1,71,1,272083,0,5,0,0
22450,1,5,1,37,9,275000,9,5,0,0
22451,1,5,2,38,9,150000,9,5,0,0
22452,1,5,2,56,7,"3,00E+05",8,5,0,0
22453,1,5,1,64,7,275000,7,5,0,0
22454,1,5,1,52,7,275000,6,5,0,0
22455,1,5,1,44,9,250000,10,5,0,0
22456,1,5,2,23,14,"1,00E+05",15,5,0,0
22457,1,5,2,55,9,356167,9,5,0,0
22458,1,5,1,50,9,"3,00E+05",11,5,0,0
22459,1,5,2,39,7,315000,8,5,0,0
22460,1,5,1,76,7,270000,4,5,0,0
22461,1,5,2,29,9,280000,11,5,0,0
22462,1,5,1,42,11,550000,12,5,0,1
22463,1,5,1,76,6,"6,00E+05",6,5,0,1
22464,1,5,2,55,7,258000,6,5,0,0
22465,1,5,1,37,7,258000,6,5,0,0
22466,1,5,1,67,6,"4,00E+05",4,5,0,0
22467,1,5,2,41,15,650000,16,5,1,1
22468,1,5,1,84,8,"3,00E+05",8,5,0,0
22469,1,5,1,54,1,250000,0,5,0,0
22470,1,5,1,54,13,489000,15,5,0,0
22471,1,5,1,48,15,650000,17,5,1,1
22472,1,5,2,22,13,338899,15,5,0,0
22473,1,5,2,48,9,350000,12,5,0,0
22474,1,5,1,56,7,120000,6,5,0,0
22475,1,5,1,28,9,270000,12,5,0,0
22476,1,5,2,44,7,304167,6,5,0,0
22477,1,5,2,48,7,321667,6,5,0,0
22478,1,5,1,47,9,489500,12,5,0,0
22479,1,5,2,64,7,490000,8,5,0,0
22480,1,5,2,44,9,384167,10,5,0,0
22481,1,5,1,52,14,"6,00E+05",17,5,0,1
22482,1,5,2,44,15,1500000,18,5,1,1
22483,1,5,1,52,7,272500,7,5,0,0
22484,1,5,1,72,6,294167,3,5,0,0
22485,1,5,1,30,9,650661,12,5,0,1
22486,1,5,2,63,7,320000,5,5,0,0
22487,1,5,1,69,7,345750,2,5,0,0
22488,1,5,2,38,7,270000,8,5,0,0
22489,1,5,1,51,7,270000,7,5,0,0
22490,1,5,2,49,7,270000,2,5,0,0
22491,1,5,1,28,7,270000,8,5,0,0
22492,1,5,2,26,9,274167,11,5,0,0
22493,1,5,1,34,7,480000,8,5,0,0
22494,1,5,1,34,15,2200000,16,5,1,1
22495,1,5,1,32,9,322083,10,5,0,0
22496,1,5,1,41,12,854167,14,5,0,1
22497,1,5,1,50,9,270000,12,5,0,0
22498,1,5,1,42,7,276250,8,5,0,0
22499,1,5,2,73,8,833,12,5,0,0
22500,1,5,1,27,11,330833,12,5,0,0
22501,1,5,1,65,6,270000,4,5,0,0
22502,1,5,2,57,9,150000,12,5,0,0
22503,1,5,2,39,9,150000,12,5,0,0
22504,1,5,2,30,9,270000,12,5,0,0
22505,1,5,1,40,9,402500,12,5,0,0
22506,1,5,2,37,9,280000,12,5,0,0
22507,1,5,1,44,9,"4,00E+05",11,5,0,0
22508,1,5,2,48,7,352917,8,5,0,0
22509,1,5,2,23,13,260000,15,5,0,0
22510,1,5,1,46,9,331667,11,5,0,0
22511,1,5,1,52,7,610000,8,5,0,1
22512,1,5,2,45,7,349167,8,5,0,0
22513,1,5,1,38,7,304167,8,5,0,0
22514,1,5,1,28,9,354167,12,5,0,0
22515,1,5,1,30,11,"4,00E+05",12,5,0,0
22516,1,5,2,28,9,173667,12,5,0,0
22517,1,5,1,65,7,90000,2,5,0,0
22518,1,5,2,60,13,"3,00E+05",15,5,0,0
22519,1,5,1,52,13,735333,15,5,0,1
22520,1,5,1,50,9,"3,00E+05",10,5,0,0
22521,1,5,1,50,9,102084,10,5,0,0
22522,1,5,2,48,7,101667,8,5,0,0
22523,1,5,2,22,13,"3,00E+05",15,5,0,0
22524,1,5,1,28,9,101667,9,5,0,0
22525,1,5,1,56,7,560833,3,5,0,1
22526,1,5,1,33,9,310833,12,5,0,0
22527,1,5,1,34,11,602083,12,5,0,1
22528,1,5,2,43,9,2083,12,5,0,0
22529,1,5,1,54,9,"8,00E+05",9,5,0,1
22530,1,5,1,48,9,"4,00E+05",9,5,0,0
22531,1,5,1,83,6,"2,00E+05",4,5,0,0
22532,1,5,1,54,9,"6,00E+05",9,5,0,1
22533,1,5,2,40,9,120000,9,5,0,0
22534,1,5,1,51,9,541667,9,5,0,1
22535,1,5,1,37,7,120000,8,5,0,0
22536,1,5,2,34,11,163000,12,5,0,0
22537,1,5,1,40,9,350000,12,5,0,0
22538,1,5,1,53,1,310000,0,5,0,0
22539,1,5,2,53,7,432083,8,5,0,0
22540,1,5,1,51,7,290000,7,5,0,0
22541,1,5,1,31,13,350000,15,5,0,0
22542,1,5,2,28,13,350000,15,5,0,0
22543,1,5,2,26,13,"3,00E+05",15,5,0,0
22544,1,5,1,30,13,"3,00E+05",15,5,0,0
22545,1,5,1,55,9,620000,9,5,0,1
22546,1,5,1,61,9,393333,12,5,0,0
22547,1,5,2,50,7,438333,7,5,0,0
22548,1,5,1,62,9,1100000,11,5,0,1
22549,1,5,1,40,9,803333,12,5,0,1
22550,1,5,2,34,14,284333,13,5,0,0
22551,1,5,1,57,9,"3,00E+05",12,5,0,0
22552,1,5,2,24,13,283333,15,5,0,0
22553,1,5,1,24,11,290000,11,5,0,0
22554,1,5,1,68,15,2833,17,5,1,0
22555,1,5,2,44,15,2302833,18,5,1,1
22556,1,5,2,17,9,2833,11,5,0,0
22557,1,5,2,15,9,2833,9,5,0,0
22558,1,5,1,72,9,2833,12,5,0,0
22559,1,5,2,70,9,4500,10,5,0,0
22560,1,5,1,33,15,"6,00E+05",16,5,1,1
22561,3,5,2,37,15,1600000,16,5,1,1
22562,1,5,1,60,8,164000,9,5,0,0
22563,1,5,1,27,12,310000,13,5,0,0
22564,1,5,1,36,14,1564667,17,5,0,1
22565,1,5,2,36,13,"3,00E+05",15,5,0,0
22566,1,5,1,41,13,375000,15,5,0,0
22567,1,5,1,60,7,381667,8,5,0,0
22568,1,5,2,57,9,88000,12,5,0,0
22569,1,5,1,53,15,1250000,17,5,1,1
22570,1,5,1,49,9,260000,10,5,0,0
22571,1,5,2,58,7,140000,8,5,0,0
22572,1,5,1,32,9,410000,12,5,0,0
22573,1,5,2,47,9,396667,12,5,0,0
22574,1,5,1,52,9,505833,12,5,0,0
22575,1,5,1,34,9,274167,12,5,0,0
22576,1,5,1,26,9,290000,12,5,0,0
22577,1,5,1,49,9,150000,12,5,0,0
22578,1,5,1,32,15,225000,16,5,1,0
22579,1,5,2,27,15,"6,00E+05",17,5,1,1
22580,1,5,1,41,15,852500,17,5,1,1
22581,1,5,2,41,13,652500,15,5,0,1
22582,1,5,2,21,9,"2,00E+05",12,5,0,0
22583,1,5,2,54,7,80000,8,5,0,0
22584,1,5,2,22,9,240000,12,5,0,0
22585,1,5,1,76,6,20000,4,5,0,0
22586,1,5,1,40,15,475000,16,5,1,0
22587,1,5,2,38,15,"5,00E+05",16,5,1,0
22588,1,5,2,64,9,340000,12,5,0,0
22589,1,5,1,28,14,"4,00E+05",16,5,0,0
22590,1,5,2,52,9,345333,12,5,0,0
22591,1,5,1,46,12,550000,14,5,0,1
22592,1,5,2,50,12,520000,14,5,0,1
22593,1,5,1,55,7,280000,8,5,0,0
22594,1,5,2,51,9,216667,9,5,0,0
22595,1,5,1,24,9,312500,12,5,0,0
22596,1,5,1,21,9,311667,12,5,0,0
22597,1,5,2,20,9,104167,12,5,0,0
22598,1,5,2,52,9,273250,12,5,0,0
22599,1,5,1,20,9,405000,12,5,0,0
22600,1,5,1,35,9,346667,12,5,0,0
22601,1,5,1,61,9,465000,9,5,0,0
22602,1,5,2,30,9,270000,12,5,0,0
22603,1,5,1,44,7,611667,8,5,0,1
22604,1,5,2,44,11,31667,12,5,0,0
22605,1,5,2,57,13,"4,00E+05",15,5,0,0
22606,1,5,2,59,7,20833,1,5,0,0
22607,1,5,1,80,6,285000,3,5,0,0
22608,1,5,2,81,1,1667,0,5,0,0
22609,1,5,1,65,7,195834,2,5,0,0
22610,1,5,1,26,7,50000,7,5,0,0
22611,1,5,1,60,7,272000,4,5,0,0
22612,1,5,2,60,7,120000,8,5,0,0
22613,1,5,1,75,6,12500,4,5,0,0
22614,1,5,1,72,7,288333,5,5,0,0
22615,1,5,1,36,9,280000,10,5,0,0
22616,1,5,1,54,7,483333,3,5,0,0
22617,1,5,2,29,9,"4,00E+05",12,5,0,0
22618,1,5,1,54,9,"7,00E+05",12,5,0,1
22619,1,5,2,38,7,290000,6,5,0,0
22620,1,5,2,19,9,20000,12,5,0,0
22621,1,5,1,44,9,"6,00E+05",10,5,0,1
22622,1,5,1,41,9,"6,00E+05",11,5,0,1
22623,1,5,1,25,12,321088,13,5,0,0
22624,1,5,1,34,14,750000,15,5,0,1
22625,1,5,2,31,15,"7,00E+05",17,5,1,1
22626,1,5,1,82,6,1250,6,5,0,0
22627,1,5,2,50,7,1250,6,5,0,0
22628,1,5,1,40,7,290000,8,5,0,0
22629,1,5,2,60,7,54167,8,5,0,0
22630,1,5,1,62,7,280000,6,5,0,0
22631,1,5,1,71,6,"4,00E+05",6,5,0,0
22632,1,5,1,77,6,30000,6,5,0,0
22633,1,5,2,73,6,1250,3,5,0,0
22634,1,5,1,51,9,350000,12,5,0,0
22635,1,5,2,42,7,60000,8,5,0,0
22636,1,5,1,55,7,278500,7,5,0,0
22637,1,5,1,24,7,276000,6,5,0,0
22638,1,5,1,30,9,"4,00E+05",12,5,0,0
22639,1,5,1,30,9,"6,00E+05",10,5,0,1
22640,1,5,1,72,6,12500,6,5,0,0
22641,1,5,1,54,9,350000,12,5,0,0
22642,1,5,2,47,9,"3,00E+05",12,5,0,0
22643,1,5,2,34,9,560000,12,5,0,1
22644,1,5,2,53,7,310000,8,5,0,0
22645,1,5,1,51,7,308333,3,5,0,0
22646,1,5,1,48,9,160000,9,5,0,0
22647,1,5,2,45,9,60000,12,5,0,0
22648,1,5,2,41,9,270000,12,5,0,0
22649,1,5,1,53,9,480000,12,5,0,0
22650,1,5,1,22,9,280000,12,5,0,0
22651,1,5,1,50,9,270000,12,5,0,0
22652,1,5,1,54,11,"6,00E+05",12,5,0,1
22653,1,5,2,37,13,450000,15,5,0,0
22654,1,5,1,60,15,472500,17,5,1,0
22655,1,5,1,62,9,402500,12,5,0,0
22656,1,5,2,55,13,459500,15,5,0,0
22657,1,5,1,30,9,430000,12,5,0,0
22658,1,5,2,75,13,12000,14,5,0,0
22659,1,5,2,28,15,1000417,17,5,1,1
22660,1,5,2,41,9,962250,12,5,0,1
22661,1,5,2,50,12,402500,14,5,0,0
22662,1,5,1,19,9,41250,10,5,0,0
22663,1,5,2,16,9,20000,11,5,0,0
22664,1,5,1,43,15,1650000,17,5,1,1
22665,1,5,2,40,15,1400000,17,5,1,1
22666,1,5,1,53,15,1826667,17,5,1,1
22667,1,5,2,52,15,606667,17,5,1,1
22668,1,5,1,32,15,431398,17,5,1,0
22669,1,5,1,21,14,120000,14,5,0,0
22670,1,5,2,67,8,480000,9,5,0,0
22671,1,5,2,43,13,"2,00E+05",15,5,0,0
22672,1,5,1,33,13,580000,14,5,0,1
22673,1,5,1,58,13,"2,00E+05",14,5,0,0
22674,1,5,1,26,15,197000,16,5,1,0
22675,1,5,2,31,13,"5,00E+05",15,5,0,0
22676,1,5,2,57,15,461000,17,5,1,0
22677,1,5,2,24,15,"8,00E+05",17,5,1,1
22678,1,5,1,54,9,"7,00E+05",12,5,0,1
22679,1,5,1,70,8,580000,12,5,0,1
22680,1,5,2,20,14,112900,14,5,0,0
22681,1,5,1,75,13,280000,15,5,0,0
22682,1,5,2,25,15,380000,17,5,1,0
