,nac,region,sexo,edad,edu,ingreso,esc,region,prof,ing_nivel
63325,1,11,1,66,9,270000,10,11,0,0
63326,1,11,1,24,13,381438,15,11,0,0
63327,1,11,1,76,7,271667,5,11,0,0
63328,1,11,1,26,7,210000,8,11,0,0
63329,1,11,2,30,7,260500,8,11,0,0
63330,1,11,1,27,7,270333,3,11,0,0
63331,1,11,1,32,9,"7,00E+05",12,11,0,1
63332,1,11,1,51,7,"3,00E+05",5,11,0,0
63333,1,11,2,26,11,489619,12,11,0,0
63334,1,11,1,23,11,250000,12,11,0,0
63335,1,11,1,19,11,250000,12,11,0,0
63336,1,11,1,50,9,"7,00E+05",12,11,0,1
63337,1,11,1,50,9,480000,12,11,0,0
63338,1,11,2,41,11,"7,00E+05",12,11,0,1
63339,1,11,2,62,7,"4,00E+05",5,11,0,0
63340,1,11,1,18,11,160000,12,11,0,0
63341,1,11,1,57,7,"3,00E+05",5,11,0,0
63342,1,11,2,54,7,"3,00E+05",5,11,0,0
63343,1,11,1,56,9,514399,10,11,0,0
63344,1,11,2,56,9,"2,00E+05",10,11,0,0
63345,1,11,1,22,7,250000,8,11,0,0
63346,1,11,2,20,12,60000,14,11,0,0
63347,1,11,1,37,13,510000,15,11,0,0
63348,1,11,1,47,7,"5,00E+05",8,11,0,0
63349,1,11,1,66,7,125000,3,11,0,0
63350,1,11,1,50,7,"3,00E+05",8,11,0,0
63351,1,11,2,38,7,"3,00E+05",8,11,0,0
63352,1,11,1,66,6,"2,00E+05",6,11,0,0
63353,1,11,2,58,7,249333,7,11,0,0
63354,1,11,2,21,9,"3,00E+05",12,11,0,0
63355,1,11,1,62,7,150000,8,11,0,0
63356,1,11,1,25,13,270125,15,11,0,0
63357,1,11,1,23,13,"5,00E+05",15,11,0,0
63358,1,11,1,17,11,272000,11,11,0,0
63359,1,11,1,36,15,1091667,17,11,1,1
63360,1,11,2,36,15,1200000,17,11,1,1
63361,1,11,1,50,9,1902083,12,11,0,1
63362,1,11,2,43,13,98333,14,11,0,0
63363,1,11,1,68,13,60000,15,11,0,0
63364,1,11,2,60,13,102500,15,11,0,0
63365,1,11,2,26,11,424333,12,11,0,0
63366,1,11,1,34,9,"3,00E+05",12,11,0,0
63367,1,11,2,40,9,270000,10,11,0,0
63368,1,11,1,31,13,616667,15,11,0,1
63369,1,11,1,42,7,480000,8,11,0,0
63370,1,11,1,46,9,450000,9,11,0,0
63371,1,11,1,24,11,450000,12,11,0,0
63372,1,11,2,33,13,556667,15,11,0,1
63373,1,11,1,27,15,"1,00E+06",16,11,1,1
63374,1,11,2,28,15,"6,00E+05",16,11,1,1
63375,1,11,2,51,7,"3,00E+05",8,11,0,0
63376,1,11,1,52,14,550000,14,11,0,1
63377,1,11,2,24,15,1202333,17,11,1,1
63378,1,11,1,35,15,2966667,18,11,1,1
63379,1,11,2,33,16,1033833,20,11,1,1
63380,1,11,1,27,15,1021500,17,11,1,1
63381,1,11,1,47,9,454167,12,11,0,0
63382,1,11,1,77,9,150000,10,11,0,0
63383,1,11,1,56,9,"7,00E+05",12,11,0,1
63384,1,11,2,40,11,555000,12,11,0,1
63385,1,11,1,48,7,456333,8,11,0,0
63386,1,11,2,56,7,465083,3,11,0,0
63387,1,11,1,20,9,365000,10,11,0,0
63388,1,11,1,41,11,1200000,12,11,0,1
63389,1,11,1,37,9,"6,00E+05",11,11,0,1
63390,1,11,2,60,1,"3,00E+05",0,11,0,0
63391,1,11,2,81,6,5000,3,11,0,0
63392,1,11,2,27,11,600833,12,11,0,1
63393,1,11,1,24,9,433827,12,11,0,0
63394,1,11,1,40,7,"5,00E+05",8,11,0,0
63395,1,11,1,22,14,508333,13,11,0,0
63396,1,11,2,55,7,272500,8,11,0,0
63397,1,11,2,26,9,284167,10,11,0,0
63398,1,11,1,19,9,64167,12,11,0,0
63399,1,11,1,24,9,703333,12,11,0,1
63400,1,11,1,25,15,1700000,17,11,1,1
63401,1,11,1,62,7,"3,00E+05",7,11,0,0
63402,1,11,1,55,7,"8,00E+05",8,11,0,1
63403,1,11,2,54,7,340000,8,11,0,0
63404,1,11,1,43,13,2612500,15,11,0,1
63405,1,11,2,46,9,735000,12,11,0,1
63406,1,11,2,49,15,2060000,17,11,1,1
63407,1,11,1,52,13,502500,15,11,0,0
63408,1,11,2,39,11,1304750,12,11,0,1
63409,1,11,2,72,9,3333,10,11,0,0
63410,1,11,1,43,9,"4,00E+05",12,11,0,0
63411,1,11,2,61,9,810000,9,11,0,1
63412,1,11,1,36,15,1155666,17,11,1,1
63413,1,11,2,40,15,1102333,17,11,1,1
63414,1,11,2,51,7,306667,7,11,0,0
63415,1,11,1,23,9,425000,12,11,0,0
63416,1,11,1,47,9,368000,10,11,0,0
63417,1,11,2,23,11,403333,12,11,0,0
63418,1,11,1,37,9,453333,12,11,0,0
63419,1,11,2,69,7,5000,6,11,0,0
63420,1,11,2,26,15,1009000,17,11,1,1
63421,1,11,1,28,15,1300000,16,11,1,1
63422,1,11,1,30,9,"3,00E+05",11,11,0,0
63423,1,11,1,37,15,1400000,17,11,1,1
63424,1,11,1,45,9,574317,12,11,0,1
63425,3,11,1,42,11,344217,12,11,0,0
63426,3,11,2,39,11,"3,00E+05",12,11,0,0
63427,3,11,2,43,7,"2,00E+05",3,11,0,0
63428,1,11,1,47,13,120000,15,11,0,0
63429,3,11,2,43,14,"8,00E+05",17,11,0,1
63430,1,11,2,39,14,505000,16,11,0,0
63431,1,11,1,53,13,804333,15,11,0,1
63432,1,11,2,45,15,804333,17,11,1,1
63433,1,11,2,56,7,150000,8,11,0,0
63434,1,11,1,40,11,"8,00E+05",12,11,0,1
63435,1,11,2,41,9,"3,00E+05",12,11,0,0
63436,1,11,2,66,9,"3,00E+05",12,11,0,0
63437,1,11,1,48,13,"5,00E+05",15,11,0,0
63438,1,11,1,42,9,385833,12,11,0,0
63439,1,11,1,47,9,708333,12,11,0,1
63440,1,11,1,65,13,2002500,14,11,0,1
63441,1,11,2,27,12,625000,15,11,0,1
63442,1,11,2,57,9,"5,00E+05",10,11,0,0
63443,1,11,1,56,9,406667,12,11,0,0
63444,1,11,2,37,11,602500,12,11,0,1
63445,1,11,2,25,15,1200000,17,11,1,1
63446,1,11,1,50,11,2405000,12,11,0,1
63447,1,11,2,47,9,1915833,12,11,0,1
63448,1,11,1,47,11,819333,12,11,0,1
63449,1,11,2,47,11,"3,00E+05",12,11,0,0
63450,1,11,1,19,11,731438,12,11,0,1
63451,1,11,1,56,15,"2,00E+06",17,11,1,1
63452,1,11,1,42,9,708333,10,11,0,1
63453,1,11,1,42,9,"2,00E+05",9,11,0,0
63454,1,11,1,46,9,502500,12,11,0,0
63455,1,11,1,50,13,1800000,15,11,0,1
63456,1,11,2,54,15,842500,16,11,1,1
63457,1,11,2,42,15,1272583,16,11,1,1
63458,1,11,1,43,12,"9,00E+05",13,11,0,1
63459,1,11,2,72,7,141667,7,11,0,0
63460,1,11,1,41,11,594167,10,11,0,1
63461,1,11,2,93,1,2500,0,11,0,0
63462,1,11,1,58,1,101667,0,11,0,0
63463,1,11,1,45,7,"2,00E+05",5,11,0,0
63464,1,11,1,52,9,559167,10,11,0,1
63465,1,11,2,37,9,70000,12,11,0,0
63466,1,11,1,57,7,385000,8,11,0,0
63467,1,11,1,44,9,766667,12,11,0,1
63468,1,11,1,59,7,276667,8,11,0,0
63469,1,11,1,52,11,340000,9,11,0,0
63470,1,11,1,37,7,583333,8,11,0,1
63471,1,11,2,75,6,25000,4,11,0,0
63472,1,11,1,59,7,591666,8,11,0,1
63473,1,11,2,40,7,8333,8,11,0,0
63474,1,11,1,52,7,168334,6,11,0,0
63475,1,11,1,71,7,220000,8,11,0,0
63476,1,11,1,83,1,41667,0,11,0,0
63477,1,11,1,50,7,625833,8,11,0,1
63478,1,11,1,23,11,606641,12,11,0,1
63479,1,11,1,59,7,"5,00E+05",8,11,0,0
63480,1,11,1,40,9,"4,00E+05",12,11,0,0
63481,1,11,2,44,9,450000,12,11,0,0
63482,1,11,1,65,13,1438000,15,11,0,1
63483,1,11,2,50,9,"4,00E+05",12,11,0,0
63484,1,11,1,66,7,33333,1,11,0,0
63485,1,11,2,49,9,344167,12,11,0,0
63486,1,11,1,55,11,711667,11,11,0,1
63487,1,11,2,56,7,365000,6,11,0,0
63488,1,11,1,64,7,466666,6,11,0,0
63489,1,11,2,54,7,260000,6,11,0,0
63490,1,11,1,64,6,150000,2,11,0,0
63491,1,11,2,33,9,"4,00E+05",12,11,0,0
63492,1,11,1,39,7,230000,8,11,0,0
63493,1,11,1,52,7,470000,7,11,0,0
63494,1,11,1,50,7,1041667,8,11,0,1
63495,1,11,1,23,7,"1,00E+05",8,11,0,0
63496,1,11,1,69,1,473667,0,11,0,0
63497,1,11,2,52,7,"4,00E+05",2,11,0,0
63498,1,11,1,33,7,240000,8,11,0,0
63499,1,11,1,57,1,"1,00E+05",0,11,0,0
63500,1,11,1,37,7,48333,8,11,0,0
63501,1,11,2,42,7,"1,00E+05",8,11,0,0
63502,1,11,1,54,7,280000,1,11,0,0
63503,1,11,2,44,7,250000,5,11,0,0
63504,1,11,1,53,7,290000,8,11,0,0
63505,1,11,2,53,7,8000,3,11,0,0
63506,1,11,2,27,11,259000,9,11,0,0
63507,1,11,1,32,7,260000,8,11,0,0
63508,1,11,2,50,7,150000,5,11,0,0
63509,1,11,1,47,7,866667,8,11,0,1
63510,1,11,2,48,9,"2,00E+05",9,11,0,0
63511,1,11,2,60,9,316833,12,11,0,0
63512,1,11,1,61,7,320000,8,11,0,0
63513,1,11,1,17,7,"1,00E+05",8,11,0,0
63514,1,11,1,71,1,231818,0,11,0,0
63515,1,11,1,55,7,293333,8,11,0,0
63516,1,11,2,45,9,540000,11,11,0,1
63517,1,11,1,52,7,504167,3,11,0,0
63518,1,11,1,65,7,270000,2,11,0,0
63519,1,11,2,43,9,457500,12,11,0,0
63520,1,11,2,62,13,"5,00E+06",15,11,0,1
63521,1,11,2,72,6,65000,4,11,0,0
63522,1,11,1,19,9,"2,00E+05",9,11,0,0
63523,1,11,1,37,7,"4,00E+05",6,11,0,0
63524,1,11,2,69,1,8333,0,11,0,0
63525,1,11,1,59,7,240000,4,11,0,0
63526,1,11,2,76,6,20833,4,11,0,0
63527,1,11,1,69,9,348750,12,11,0,0
63528,1,11,2,82,6,16667,1,11,0,0
63529,1,11,2,70,6,12500,1,11,0,0
63530,1,11,1,44,7,1003333,8,11,0,1
63531,1,11,2,48,7,245000,8,11,0,0
63532,1,11,1,53,9,275000,10,11,0,0
63533,3,11,1,53,15,250000,16,11,1,0
63534,3,11,2,52,15,250000,16,11,1,0
63535,1,11,1,43,9,733000,12,11,0,1
63536,1,11,2,38,9,512500,12,11,0,0
63537,1,11,1,42,13,"8,00E+05",15,11,0,1
63538,1,11,1,57,15,168333,16,11,1,0
63539,1,11,1,60,7,"1,00E+06",8,11,0,1
63540,1,11,2,58,7,250000,6,11,0,0
63541,1,11,1,65,7,"1,00E+06",8,11,0,1
63542,1,11,2,28,13,150000,15,11,0,0
63543,1,11,2,27,13,270000,15,11,0,0
63544,1,11,1,25,9,270000,10,11,0,0
63545,1,11,1,39,13,"1,00E+06",15,11,0,1
63546,1,11,2,80,6,8333,2,11,0,0
63547,1,11,2,29,11,658333,12,11,0,1
63548,1,11,2,33,14,561167,13,11,0,1
63549,1,11,1,34,9,250000,12,11,0,0
63550,1,11,2,41,15,2500000,17,11,1,1
63551,1,11,1,42,13,805000,14,11,0,1
63552,1,11,1,66,13,"5,00E+05",15,11,0,0
63553,1,11,2,40,15,266497,16,11,1,0
63554,1,11,2,28,15,370000,16,11,1,0
63555,1,11,2,73,6,25000,6,11,0,0
63556,1,11,2,54,15,216000,17,11,1,0
63557,1,11,2,48,15,891032,18,11,1,1
63558,1,11,1,67,9,325000,12,11,0,0
63559,1,11,2,23,9,280000,12,11,0,0
63560,1,11,1,45,9,750000,12,11,0,1
63561,1,11,2,45,9,750000,12,11,0,1
63562,1,11,1,46,15,2500000,16,11,1,1
63563,1,11,2,39,15,850000,17,11,1,1
63564,1,11,2,33,14,2252083,14,11,0,1
63565,1,11,2,48,15,616666,17,11,1,1
63566,1,11,1,52,15,808333,17,11,1,1
63567,1,11,1,53,15,1309416,17,11,1,1
63568,1,11,2,44,15,"7,00E+05",17,11,1,1
63569,1,11,2,59,7,674167,8,11,0,1
63570,1,11,1,52,7,150000,2,11,0,0
63571,1,11,2,48,9,290834,10,11,0,0
63572,2,11,1,48,15,4580833,16,11,1,1
63573,1,11,2,45,15,"3,00E+05",16,11,1,0
63574,1,11,1,39,15,538930,17,11,1,1
63575,1,11,2,40,13,"3,00E+05",14,11,0,0
63576,1,11,1,62,9,342500,9,11,0,0
63577,1,11,1,45,7,250000,7,11,0,0
63578,1,11,1,21,7,328000,8,11,0,0
63579,1,11,1,62,7,254000,5,11,0,0
63580,1,11,2,63,9,120000,9,11,0,0
63581,1,11,1,53,9,"9,00E+05",12,11,0,1
63582,1,11,2,49,9,2500,12,11,0,0
63583,1,11,1,25,15,250000,17,11,1,0
63584,1,11,1,71,15,250000,17,11,1,0
63585,1,11,1,55,7,301666,5,11,0,0
63586,1,11,1,27,9,318333,10,11,0,0
63587,1,11,1,59,7,651250,3,11,0,1
63588,1,11,2,69,7,420000,2,11,0,0
63589,1,11,1,57,7,"4,00E+05",7,11,0,0
63590,1,11,1,86,1,25000,0,11,0,0
63591,2,11,1,58,7,"4,00E+05",8,11,0,0
63592,1,11,2,53,13,"7,00E+05",15,11,0,1
63593,1,11,1,72,6,"3,00E+05",2,11,0,0
63594,1,11,1,54,7,212500,7,11,0,0
63595,1,11,2,27,14,"1,00E+05",14,11,0,0
63596,1,11,2,37,15,1895000,18,11,1,1
63597,1,11,1,35,15,1833333,17,11,1,1
63598,1,11,2,53,9,268333,12,11,0,0
63599,1,11,1,26,9,280000,12,11,0,0
63600,1,11,2,52,7,108333,8,11,0,0
63601,1,11,1,57,7,333333,6,11,0,0
63602,1,11,1,75,6,5000,6,11,0,0
63603,1,11,2,62,9,"4,00E+05",11,11,0,0
63604,1,11,1,62,7,283334,5,11,0,0
63605,1,11,2,54,15,"8,00E+05",17,11,1,1
63606,1,11,1,23,9,325000,12,11,0,0
63607,1,11,1,57,7,686667,7,11,0,1
63608,1,11,2,50,9,270000,9,11,0,0
63609,1,11,1,61,7,404167,8,11,0,0
63610,3,11,1,50,15,"2,00E+06",17,11,1,1
63611,1,11,1,33,13,604667,14,11,0,1
63612,1,11,2,33,15,254167,16,11,1,0
63613,1,11,1,85,6,8333,4,11,0,0
63614,1,11,1,46,15,2800000,18,11,1,1
63615,1,11,2,33,9,286667,10,11,0,0
63616,1,11,1,70,6,696667,6,11,0,1
63617,1,11,2,70,6,1113333,5,11,0,1
63618,1,11,2,42,15,1626500,17,11,1,1
63619,1,11,1,40,13,886500,14,11,0,1
63620,1,11,1,59,7,483333,8,11,0,0
63621,1,11,2,54,7,"1,00E+05",8,11,0,0
63622,1,11,1,27,9,"5,00E+05",12,11,0,0
63623,1,11,1,28,9,"1,00E+05",12,11,0,0
63624,1,11,1,50,7,873334,2,11,0,1
63625,1,11,2,54,7,416667,8,11,0,0
63626,1,11,1,30,13,480000,15,11,0,0
63627,1,11,1,28,13,669417,15,11,0,1
63628,1,11,1,34,7,628334,3,11,0,1
63629,1,11,2,54,7,415417,8,11,0,0
63630,1,11,1,47,7,945834,8,11,0,1
63631,1,11,2,34,9,398000,11,11,0,0
63632,1,11,2,64,9,16667,9,11,0,0
63633,1,11,1,66,7,256667,4,11,0,0
63634,1,11,1,23,9,16667,10,11,0,0
63635,1,11,1,43,7,632000,8,11,0,1
63636,1,11,1,20,7,240000,8,11,0,0
63637,1,11,1,69,6,8333,6,11,0,0
63638,1,11,1,60,1,"3,00E+05",0,11,0,0
63639,1,11,2,49,7,270000,8,11,0,0
63640,1,11,1,78,6,299167,2,11,0,0
63641,1,11,2,66,6,"2,00E+05",1,11,0,0
63642,1,11,1,46,7,405000,6,11,0,0
63643,1,11,1,42,9,"3,00E+05",9,11,0,0
63644,1,11,1,46,7,250000,6,11,0,0
63645,1,11,1,54,7,"3,00E+05",3,11,0,0
63646,1,11,1,62,7,8333,5,11,0,0
63647,1,11,2,63,6,"4,00E+05",6,11,0,0
63648,1,11,1,42,7,402000,7,11,0,0
63649,1,11,1,42,9,"6,00E+05",11,11,0,1
63650,1,11,2,20,9,40000,10,11,0,0
63651,1,11,1,45,13,705000,15,11,0,1
63652,1,11,2,39,9,398333,12,11,0,0
63653,1,11,1,31,15,1100000,17,11,1,1
63654,1,11,2,26,15,1542391,17,11,1,1
63655,1,11,2,40,9,"3,00E+05",12,11,0,0
63656,1,11,2,35,9,518000,12,11,0,1
63657,1,11,1,50,9,294167,12,11,0,0
63658,1,11,2,47,9,318334,12,11,0,0
63659,1,11,2,19,9,"1,00E+05",12,11,0,0
63660,1,11,1,54,11,3238333,12,11,0,1
63661,1,11,2,79,1,104167,0,11,0,0
63662,1,11,1,36,9,405000,10,11,0,0
63663,1,11,2,47,13,150000,15,11,0,0
63664,1,11,2,23,13,450000,15,11,0,0
63665,1,11,1,54,9,291667,12,11,0,0
63666,1,11,1,31,9,879207,12,11,0,1
63667,1,11,2,26,9,"1,00E+05",11,11,0,0
63668,1,11,1,31,9,"9,00E+05",12,11,0,1
63669,1,11,2,27,11,"3,00E+05",12,11,0,0
63670,1,11,1,69,9,550000,9,11,0,1
63671,1,11,2,60,7,90000,8,11,0,0
63672,1,11,1,84,6,"1,00E+05",4,11,0,0
63673,1,11,1,75,1,250000,0,11,0,0
63674,1,11,1,52,9,595000,10,11,0,1
63675,1,11,2,25,9,260833,10,11,0,0
63676,1,11,1,65,7,650000,8,11,0,1
63677,1,11,2,45,7,"4,00E+05",4,11,0,0
63678,1,11,2,59,9,406667,12,11,0,0
63679,1,11,1,80,6,448837,6,11,0,0
63680,1,11,2,54,7,250000,6,11,0,0
63681,1,11,2,24,9,248333,9,11,0,0
63682,1,11,1,28,7,256667,8,11,0,0
63683,1,11,2,34,7,460000,8,11,0,0
63684,1,11,1,54,7,350000,8,11,0,0
63685,1,11,2,48,7,250000,5,11,0,0
63686,1,11,2,42,7,251250,4,11,0,0
63687,1,11,2,57,7,257250,6,11,0,0
63688,1,11,1,61,7,350000,3,11,0,0
63689,1,11,1,65,7,405000,8,11,0,0
63690,1,11,2,58,7,308333,4,11,0,0
63691,1,11,2,28,7,356000,8,11,0,0
63692,1,11,1,28,7,"2,00E+05",8,11,0,0
63693,1,11,2,58,7,220000,8,11,0,0
63694,1,11,2,59,15,901917,17,11,1,1
63695,1,11,1,64,15,890000,17,11,1,1
63696,1,11,1,69,7,"3,00E+05",6,11,0,0
63697,1,11,1,42,7,350000,4,11,0,0
63698,1,11,1,46,15,660000,16,11,1,1
63699,1,11,1,63,1,5000,0,11,0,0
63700,1,11,1,83,6,1500000,3,11,0,1
63701,1,11,1,36,12,1900000,15,11,0,1
63702,1,11,1,42,7,"4,00E+05",8,11,0,0
63703,1,11,1,41,12,605833,13,11,0,1
63704,1,11,2,43,12,605833,13,11,0,1
63705,1,11,1,25,12,630000,15,11,0,1
63706,1,11,2,52,9,"7,00E+05",12,11,0,1
63707,1,11,2,47,13,452500,15,11,0,0
63708,1,11,2,50,7,"4,00E+05",8,11,0,0
63709,1,11,2,62,8,120833,8,11,0,0
63710,1,11,1,61,9,"5,00E+05",12,11,0,0
63711,1,11,2,57,13,808333,14,11,0,1
63712,1,11,1,32,15,946154,17,11,1,1
63713,1,11,1,57,15,2007083,17,11,1,1
63714,1,11,1,57,9,1050000,12,11,0,1
63715,1,11,1,65,8,"8,00E+05",10,11,0,1
63716,1,11,1,47,11,"2,00E+05",12,11,0,0
63717,1,11,2,42,15,807033,17,11,1,1
63718,1,11,2,73,9,"3,00E+05",12,11,0,0
63719,1,11,1,52,9,507500,12,11,0,0
63720,1,11,1,42,15,1354167,17,11,1,1
63721,1,11,2,42,15,1804167,17,11,1,1
63722,1,11,1,35,9,"5,00E+05",12,11,0,0
63723,1,11,1,27,9,"4,00E+05",12,11,0,0
63724,1,11,1,52,9,1500000,12,11,0,1
63725,1,11,2,33,9,330000,12,11,0,0
63726,1,11,1,27,12,1100000,14,11,0,1
63727,1,11,2,24,14,150000,14,11,0,0
63728,1,11,2,46,9,"2,00E+05",12,11,0,0
63729,1,11,1,30,15,1060833,17,11,1,1
63730,1,11,2,29,15,990000,17,11,1,1
63731,1,11,1,36,14,1283333,14,11,0,1
63732,1,11,2,38,13,903333,15,11,0,1
63733,1,11,1,63,15,1700000,17,11,1,1
63734,1,11,2,60,15,1300000,17,11,1,1
63735,1,11,1,64,14,1737500,15,11,0,1
63736,1,11,2,28,11,275333,9,11,0,0
63737,1,11,1,33,11,273250,12,11,0,0
63738,1,11,2,43,15,1900000,18,11,1,1
63739,1,11,2,42,15,1600000,16,11,1,1
63740,1,11,1,28,13,1203750,15,11,0,1
63741,1,11,2,28,14,1003750,15,11,0,1
63742,1,11,1,65,15,2800000,17,11,1,1
63743,1,11,2,67,15,952881,17,11,1,1
63744,1,11,1,40,9,462500,12,11,0,0
63745,1,11,1,53,7,813983,3,11,0,1
63746,1,11,2,43,7,283667,2,11,0,0
63747,1,11,2,54,11,773333,12,11,0,1
63748,1,11,1,56,9,"3,00E+05",12,11,0,0
63749,1,11,1,28,7,"3,00E+05",7,11,0,0
63750,1,11,2,34,11,273000,12,11,0,0
63751,1,11,1,69,9,906667,10,11,0,1
63752,1,11,2,42,15,764000,17,11,1,1
63753,1,11,1,69,9,"5,00E+05",12,11,0,0
63754,1,11,2,27,9,370167,12,11,0,0
63755,1,11,1,25,9,270000,12,11,0,0
63756,1,11,1,50,7,354167,3,11,0,0
63757,1,11,2,29,15,1550000,17,11,1,1
63758,1,11,2,52,9,"1,00E+06",12,11,0,1
63759,1,11,1,54,15,4010000,17,11,1,1
63760,1,11,1,46,12,1350000,14,11,0,1
63761,1,11,2,40,13,1566667,15,11,0,1
63762,1,11,1,53,15,870000,16,11,1,1
63763,1,11,1,54,9,"4,00E+05",12,11,0,0
63764,3,11,1,53,15,"3,00E+06",17,11,1,1
63765,1,11,2,54,15,1300000,17,11,1,1
63766,1,11,1,30,15,1502500,17,11,1,1
63767,1,11,1,25,16,602500,18,11,1,1
63768,1,11,1,36,15,2302500,17,11,1,1
63769,1,11,2,33,15,702500,17,11,1,1
63770,1,11,1,78,6,2500,6,11,0,0
63771,1,11,2,55,7,3333,3,11,0,0
63772,1,11,1,52,7,420000,7,11,0,0
63773,1,11,1,35,7,320000,3,11,0,0
63774,1,11,2,48,9,357162,12,11,0,0
63775,1,11,2,58,9,358167,12,11,0,0
63776,1,11,1,22,9,"2,00E+05",10,11,0,0
63777,1,11,2,53,9,274167,12,11,0,0
63778,1,11,2,69,7,4167,8,11,0,0
63779,1,11,1,44,15,"5,00E+06",17,11,1,1
63780,1,11,2,39,15,"2,00E+06",17,11,1,1
63781,1,11,2,50,7,10000,2,11,0,0
63782,1,11,1,60,7,260000,4,11,0,0
63783,1,11,1,36,9,"1,00E+05",10,11,0,0
63784,1,11,1,50,9,278000,11,11,0,0
63785,1,11,2,42,7,30000,8,11,0,0
63786,1,11,1,18,7,433333,8,11,0,0
63787,1,11,2,32,15,705583,17,11,1,1
63788,1,11,1,52,11,552167,12,11,0,1
63789,1,11,2,49,11,552167,13,11,0,1
63790,1,11,1,22,12,389245,14,11,0,0
63791,1,11,2,62,9,380000,12,11,0,0
63792,1,11,1,69,6,26250,2,11,0,0
63793,1,11,2,68,6,60000,4,11,0,0
63794,1,11,1,24,9,280833,12,11,0,0
63795,1,11,1,31,7,"3,00E+05",8,11,0,0
63796,1,11,2,37,15,732333,17,11,1,1
63797,1,11,2,73,6,260000,6,11,0,0
63798,1,11,1,27,13,"7,00E+05",15,11,0,1
63799,1,11,1,47,9,151667,10,11,0,0
63800,1,11,2,46,9,580000,11,11,0,1
63801,1,11,1,39,11,362500,12,11,0,0
63802,1,11,2,31,11,2500,12,11,0,0
63803,1,11,1,56,7,"6,00E+05",8,11,0,1
63804,1,11,2,63,9,1134417,12,11,0,1
63805,1,11,1,33,15,704417,17,11,1,1
63806,1,11,2,28,15,"3,00E+05",17,11,1,0
63807,1,11,1,24,13,"6,00E+05",15,11,0,1
63808,1,11,1,46,15,2029833,17,11,1,1
63809,1,11,2,45,15,1032333,17,11,1,1
63810,1,11,1,35,13,920000,15,11,0,1
63811,1,11,1,41,12,650000,15,11,0,1
63812,1,11,2,42,13,"6,00E+05",15,11,0,1
63813,3,11,2,30,9,260000,12,11,0,0
63814,1,11,2,48,11,220000,9,11,0,0
63815,1,11,1,51,9,2605833,9,11,0,1
63816,3,11,2,42,9,360000,12,11,0,0
63817,1,11,2,38,15,908333,18,11,1,1
63818,1,11,1,36,15,4566667,18,11,1,1
63819,1,11,1,37,11,886666,12,11,0,1
63820,1,11,2,34,9,"4,00E+05",12,11,0,0
63821,1,11,1,53,9,1050000,12,11,0,1
63822,1,11,1,43,15,2585000,17,11,1,1
63823,1,11,2,32,15,1500000,17,11,1,1
63824,1,11,1,55,7,302917,6,11,0,0
63825,1,11,1,54,9,"8,00E+05",11,11,0,1
63826,1,11,2,52,9,350000,12,11,0,0
63827,1,11,2,37,9,350000,12,11,0,0
63828,1,11,1,28,9,"3,00E+05",12,11,0,0
63829,1,11,1,53,7,"3,00E+05",8,11,0,0
63830,1,11,1,62,7,240000,6,11,0,0
63831,1,11,2,54,7,40000,8,11,0,0
63832,1,11,2,35,9,240000,12,11,0,0
63833,1,11,1,31,7,240000,8,11,0,0
63834,1,11,1,29,9,"3,00E+05",12,11,0,0
63835,1,11,2,28,9,20000,12,11,0,0
63836,1,11,1,65,8,250000,10,11,0,0
63837,1,11,2,51,7,80000,6,11,0,0
63838,1,11,1,48,13,"4,00E+05",15,11,0,0
63839,1,11,2,46,13,702083,15,11,0,1
63840,1,11,1,50,7,220000,6,11,0,0
63841,1,11,1,45,9,"6,00E+05",12,11,0,1
63842,1,11,1,23,14,"2,00E+05",13,11,0,0
63843,1,11,1,62,9,"8,00E+05",12,11,0,1
63844,1,11,2,28,13,240000,15,11,0,0
63845,1,11,1,35,12,320000,13,11,0,0
63846,1,11,1,44,7,220000,8,11,0,0
63847,1,11,2,39,15,706667,16,11,1,1
63848,1,11,1,36,15,35000,16,11,1,0
63849,1,11,2,40,9,585000,12,11,0,1
63850,1,11,1,43,7,150000,5,11,0,0
63851,1,11,2,65,7,"5,00E+05",6,11,0,0
63852,1,11,1,50,11,634584,12,11,0,1
63853,1,11,2,45,11,"1,00E+05",11,11,0,0
63854,1,11,1,44,7,"2,00E+05",8,11,0,0
63855,1,11,2,42,7,50000,8,11,0,0
63856,1,11,2,23,7,226000,8,11,0,0
63857,1,11,1,77,1,2500,0,11,0,0
63858,1,11,2,71,6,2500,1,11,0,0
63859,1,11,2,70,1,333,0,11,0,0
63860,1,11,1,37,15,1314167,17,11,1,1
63861,1,11,2,37,11,504167,13,11,0,0
63862,1,11,1,28,9,424167,12,11,0,0
63863,1,11,2,29,14,750000,16,11,0,1
63864,1,11,1,65,9,50000,12,11,0,0
63865,1,11,1,60,9,523000,12,11,0,1
63866,1,11,2,35,13,420000,15,11,0,0
63867,1,11,2,26,9,104500,12,11,0,0
63868,1,11,1,26,11,202500,10,11,0,0
63869,1,11,1,26,9,385000,12,11,0,0
63870,1,11,2,22,9,195000,11,11,0,0
63871,1,11,1,36,13,692500,15,11,0,1
63872,1,11,1,57,7,"3,00E+05",4,11,0,0
63873,1,11,1,27,9,"2,00E+05",12,11,0,0
63874,1,11,1,28,9,685000,12,11,0,1
63875,1,11,1,55,9,284167,12,11,0,0
63876,1,11,2,53,9,650000,11,11,0,1
